File Name,File Size, Creation Time,Modification Time,Access Time,Hash Value(MD5)
"/property/gsm.operator.isroaming",11,,,,13F8004F95D3516A6AF54F56A35EE45F
"/property/gsm.operator.numeric",6,,,,26CF0056B5DAC99A1B4C9FC42A902E84
"/property/gsm.operator.orig.alpha",13,,,,803E2A16896D47085EBB1A87C6D8C0EE
"/property/gsm.sim.num.simlock",0,,,,D41D8CD98F00B204E9800998ECF8427E
"/property/gsm.sim.operator.alpha",13,,,,803E2A16896D47085EBB1A87C6D8C0EE
"/property/gsm.sim.operator.iso-country",3,,,,4FE6759EDA3B75E3638A893A527618C1
"/property/gsm.sim.operator.numeric",6,,,,26CF0056B5DAC99A1B4C9FC42A902E84
"/property/gsm.sim.operator.orig.alpha",13,,,,803E2A16896D47085EBB1A87C6D8C0EE
"/property/gsm.sim.preiccid_0",7,,,,C237DF1622EB989B2DC92472CA334B8E
"/property/gsm.sim.preiccid_1",0,,,,D41D8CD98F00B204E9800998ECF8427E
"/property/gsm.sim.state",13,,,,7FAE945F9CABB3193135C925C20908F2
"/property/gsm.sim1.num.simlock",0,,,,D41D8CD98F00B204E9800998ECF8427E
"/property/gsm.sim1.type",2,,,,98F13708210194C475687BE6106A3B84
"/property/gsm.sim2.type",0,,,,D41D8CD98F00B204E9800998ECF8427E
"/property/gsm.slot1.num.pin1",1,,,,ECCBC87E4B5CE2FE28308FD9F2A7BAF3
"/property/gsm.slot1.num.pin2",1,,,,ECCBC87E4B5CE2FE28308FD9F2A7BAF3
"/property/gsm.slot1.num.puk1",2,,,,D3D9446802A44259755D38E6D163E820
"/property/gsm.slot1.num.puk2",2,,,,D3D9446802A44259755D38E6D163E820
"/property/gsm.slot2.num.pin1",0,,,,D41D8CD98F00B204E9800998ECF8427E
"/property/gsm.slot2.num.pin2",0,,,,D41D8CD98F00B204E9800998ECF8427E
"/property/gsm.slot2.num.puk1",0,,,,D41D8CD98F00B204E9800998ECF8427E
"/property/gsm.slot2.num.puk2",0,,,,D41D8CD98F00B204E9800998ECF8427E
"/property/gsm.version.baseband",51,,,,A562FFC2A0D46D9058209463E94F2C44
"/property/gsm.version.ril-impl",25,,,,116D378451A339A798EA2E384CACF35E
"/property/hbt.debug",3,,,,3262D48DF5D75E3452F0F16B313B7808
